periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Total under five Diarrhoea cases reported
202107,Jul-21,202107,,HMNARUV2CW4,Bomet County,KE_County_36,,3075
202107,Jul-21,202107,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2037
202107,Jul-21,202107,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1576
202107,Jul-21,202107,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1992
202107,Jul-21,202107,,PFu8alU2KWG,Embu County,KE_County_14,,783
202107,Jul-21,202107,,uyOrcHZBpW0,Garissa County,KE_County_7,,1722
202107,Jul-21,202107,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1813
202107,Jul-21,202107,,bzOfj0iwfDH,Isiolo County,KE_County_11,,850
202107,Jul-21,202107,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2986
202107,Jul-21,202107,,BjC1xL40gHo,Kakamega County,KE_County_37,,3333
202107,Jul-21,202107,,ihZsJ8alvtb,Kericho County,KE_County_35,,2058
202107,Jul-21,202107,,qKzosKQPl6G,Kiambu County,KE_County_22,,4406
202107,Jul-21,202107,,nrI2khZx3d0,Kilifi County,KE_County_3,,8711
202107,Jul-21,202107,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1742
202107,Jul-21,202107,,sPkRcDvhGWA,Kisii County,KE_County_45,,2137
202107,Jul-21,202107,,tAbBVBbueqD,Kisumu County,KE_County_42,,2432
202107,Jul-21,202107,,j8o6iO4Njsi,Kitui County,KE_County_15,,1696
202107,Jul-21,202107,,N7YETT3A9r1,Kwale County,KE_County_2,,2731
202107,Jul-21,202107,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1407
202107,Jul-21,202107,,NjWSbQTwys4,Lamu County,KE_County_5,,789
202107,Jul-21,202107,,yhCUgGcCcOo,Machakos County,KE_County_16,,2756
202107,Jul-21,202107,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1784
202107,Jul-21,202107,,R6f9znhg37c,Mandera County,KE_County_9,,4287
202107,Jul-21,202107,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1764
202107,Jul-21,202107,,Y52XNJ50hYb,Meru County,KE_County_12,,1421
202107,Jul-21,202107,,fVra3Pwta0Q,Migori County,KE_County_44,,3070
202107,Jul-21,202107,,wsBsC6gjHvn,Mombasa County,KE_County_1,,4525
202107,Jul-21,202107,,ahwTMNAJvrL,Muranga County,KE_County_21,,1338
202107,Jul-21,202107,,jkG3zaihdSs,Nairobi County,KE_County_47,,8798
202107,Jul-21,202107,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5868
202107,Jul-21,202107,,t0J75eHKxz5,Nandi County,KE_County_29,,1860
202107,Jul-21,202107,,kqJ83J2D72s,Narok County,KE_County_33,,1809
202107,Jul-21,202107,,uepLTG8wGWJ,Nyamira County,KE_County_46,,841
202107,Jul-21,202107,,mYZacFNIB3h,Nyandarua County,KE_County_18,,814
202107,Jul-21,202107,,ptWVfaCIdVx,Nyeri County,KE_County_19,,900
202107,Jul-21,202107,,o36zCRjSd4G,Samburu County,KE_County_25,,1711
202107,Jul-21,202107,,u4t9H8XyU9P,Siaya County,KE_County_41,,1866
202107,Jul-21,202107,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1174
202107,Jul-21,202107,,JsH2bnvNt2d,Tana River County,KE_County_4,,1924
202107,Jul-21,202107,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,599
202107,Jul-21,202107,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1502
202107,Jul-21,202107,,kphDeKClFch,Turkana County,KE_County_23,,5901
202107,Jul-21,202107,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4397
202107,Jul-21,202107,,sANMZ3lpqGs,Vihiga County,KE_County_38,,635
202107,Jul-21,202107,,CeLsrJOH0g9,Wajir County,KE_County_8,,2054
202107,Jul-21,202107,,XWALbfAPa6n,West Pokot County,KE_County_24,,2334
202108,Aug-21,202108,,vvOK1BxTbet,Baringo County,KE_County_30,,2465
202108,Aug-21,202108,,HMNARUV2CW4,Bomet County,KE_County_36,,2682
202108,Aug-21,202108,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2906
202108,Aug-21,202108,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1539
202108,Aug-21,202108,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1849
202108,Aug-21,202108,,PFu8alU2KWG,Embu County,KE_County_14,,1180
202108,Aug-21,202108,,uyOrcHZBpW0,Garissa County,KE_County_7,,1995
202108,Aug-21,202108,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2178
202108,Aug-21,202108,,bzOfj0iwfDH,Isiolo County,KE_County_11,,884
202108,Aug-21,202108,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2982
202108,Aug-21,202108,,BjC1xL40gHo,Kakamega County,KE_County_37,,3290
202108,Aug-21,202108,,ihZsJ8alvtb,Kericho County,KE_County_35,,2821
202108,Aug-21,202108,,qKzosKQPl6G,Kiambu County,KE_County_22,,5322
202108,Aug-21,202108,,nrI2khZx3d0,Kilifi County,KE_County_3,,9181
202108,Aug-21,202108,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1740
202108,Aug-21,202108,,sPkRcDvhGWA,Kisii County,KE_County_45,,2506
202108,Aug-21,202108,,tAbBVBbueqD,Kisumu County,KE_County_42,,3061
202108,Aug-21,202108,,j8o6iO4Njsi,Kitui County,KE_County_15,,2053
202108,Aug-21,202108,,N7YETT3A9r1,Kwale County,KE_County_2,,3404
202108,Aug-21,202108,,xuFdFy6t9AH,Laikipia County,KE_County_31,,796
202108,Aug-21,202108,,NjWSbQTwys4,Lamu County,KE_County_5,,1010
202108,Aug-21,202108,,yhCUgGcCcOo,Machakos County,KE_County_16,,2662
202108,Aug-21,202108,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2123
202108,Aug-21,202108,,R6f9znhg37c,Mandera County,KE_County_9,,4493
202108,Aug-21,202108,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1658
202108,Aug-21,202108,,Y52XNJ50hYb,Meru County,KE_County_12,,1567
202108,Aug-21,202108,,fVra3Pwta0Q,Migori County,KE_County_44,,4119
202108,Aug-21,202108,,wsBsC6gjHvn,Mombasa County,KE_County_1,,4311
202108,Aug-21,202108,,ahwTMNAJvrL,Muranga County,KE_County_21,,1612
202108,Aug-21,202108,,jkG3zaihdSs,Nairobi County,KE_County_47,,9574
202108,Aug-21,202108,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6610
202108,Aug-21,202108,,t0J75eHKxz5,Nandi County,KE_County_29,,1837
202108,Aug-21,202108,,kqJ83J2D72s,Narok County,KE_County_33,,2026
202108,Aug-21,202108,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1061
202108,Aug-21,202108,,mYZacFNIB3h,Nyandarua County,KE_County_18,,944
202108,Aug-21,202108,,ptWVfaCIdVx,Nyeri County,KE_County_19,,973
202108,Aug-21,202108,,o36zCRjSd4G,Samburu County,KE_County_25,,1557
202108,Aug-21,202108,,u4t9H8XyU9P,Siaya County,KE_County_41,,2831
202108,Aug-21,202108,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1074
202108,Aug-21,202108,,JsH2bnvNt2d,Tana River County,KE_County_4,,1915
202108,Aug-21,202108,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,851
202108,Aug-21,202108,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1316
202108,Aug-21,202108,,kphDeKClFch,Turkana County,KE_County_23,,6265
202108,Aug-21,202108,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4132
202108,Aug-21,202108,,sANMZ3lpqGs,Vihiga County,KE_County_38,,653
202108,Aug-21,202108,,CeLsrJOH0g9,Wajir County,KE_County_8,,2222
202108,Aug-21,202108,,XWALbfAPa6n,West Pokot County,KE_County_24,,1948
202109,Sep-21,202109,,vvOK1BxTbet,Baringo County,KE_County_30,,2411
202109,Sep-21,202109,,HMNARUV2CW4,Bomet County,KE_County_36,,2303
202109,Sep-21,202109,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2615
202109,Sep-21,202109,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1858
202109,Sep-21,202109,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1557
202109,Sep-21,202109,,PFu8alU2KWG,Embu County,KE_County_14,,1113
202109,Sep-21,202109,,uyOrcHZBpW0,Garissa County,KE_County_7,,1896
202109,Sep-21,202109,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1237
202109,Sep-21,202109,,bzOfj0iwfDH,Isiolo County,KE_County_11,,925
202109,Sep-21,202109,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3481
202109,Sep-21,202109,,BjC1xL40gHo,Kakamega County,KE_County_37,,3147
202109,Sep-21,202109,,ihZsJ8alvtb,Kericho County,KE_County_35,,9729
202109,Sep-21,202109,,qKzosKQPl6G,Kiambu County,KE_County_22,,5607
202109,Sep-21,202109,,nrI2khZx3d0,Kilifi County,KE_County_3,,6971
202109,Sep-21,202109,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1665
202109,Sep-21,202109,,sPkRcDvhGWA,Kisii County,KE_County_45,,2574
202109,Sep-21,202109,,tAbBVBbueqD,Kisumu County,KE_County_42,,3670
202109,Sep-21,202109,,j8o6iO4Njsi,Kitui County,KE_County_15,,1788
202109,Sep-21,202109,,N7YETT3A9r1,Kwale County,KE_County_2,,3319
202109,Sep-21,202109,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1445
202109,Sep-21,202109,,NjWSbQTwys4,Lamu County,KE_County_5,,878
202109,Sep-21,202109,,yhCUgGcCcOo,Machakos County,KE_County_16,,2861
202109,Sep-21,202109,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2316
202109,Sep-21,202109,,R6f9znhg37c,Mandera County,KE_County_9,,4412
202109,Sep-21,202109,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1738
202109,Sep-21,202109,,Y52XNJ50hYb,Meru County,KE_County_12,,1486
202109,Sep-21,202109,,fVra3Pwta0Q,Migori County,KE_County_44,,3750
202109,Sep-21,202109,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3100
202109,Sep-21,202109,,ahwTMNAJvrL,Muranga County,KE_County_21,,1331
202109,Sep-21,202109,,jkG3zaihdSs,Nairobi County,KE_County_47,,3163057
202109,Sep-21,202109,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6135
202109,Sep-21,202109,,t0J75eHKxz5,Nandi County,KE_County_29,,1552
202109,Sep-21,202109,,kqJ83J2D72s,Narok County,KE_County_33,,2301
202109,Sep-21,202109,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1270
202109,Sep-21,202109,,mYZacFNIB3h,Nyandarua County,KE_County_18,,964
202109,Sep-21,202109,,ptWVfaCIdVx,Nyeri County,KE_County_19,,935
202109,Sep-21,202109,,o36zCRjSd4G,Samburu County,KE_County_25,,1835
202109,Sep-21,202109,,u4t9H8XyU9P,Siaya County,KE_County_41,,1497
202109,Sep-21,202109,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,714
202109,Sep-21,202109,,JsH2bnvNt2d,Tana River County,KE_County_4,,1575
202109,Sep-21,202109,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,951
202109,Sep-21,202109,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1127
202109,Sep-21,202109,,kphDeKClFch,Turkana County,KE_County_23,,5840
202109,Sep-21,202109,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3600
202109,Sep-21,202109,,sANMZ3lpqGs,Vihiga County,KE_County_38,,668
202109,Sep-21,202109,,CeLsrJOH0g9,Wajir County,KE_County_8,,2349
202109,Sep-21,202109,,XWALbfAPa6n,West Pokot County,KE_County_24,,2451
202110,Oct-21,202110,,vvOK1BxTbet,Baringo County,KE_County_30,,2290
202110,Oct-21,202110,,HMNARUV2CW4,Bomet County,KE_County_36,,2384
202110,Oct-21,202110,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2115
202110,Oct-21,202110,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1664
202110,Oct-21,202110,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1468
202110,Oct-21,202110,,PFu8alU2KWG,Embu County,KE_County_14,,580
202110,Oct-21,202110,,uyOrcHZBpW0,Garissa County,KE_County_7,,1988
202110,Oct-21,202110,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1712
202110,Oct-21,202110,,bzOfj0iwfDH,Isiolo County,KE_County_11,,891
202110,Oct-21,202110,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3343
202110,Oct-21,202110,,BjC1xL40gHo,Kakamega County,KE_County_37,,2786
202110,Oct-21,202110,,ihZsJ8alvtb,Kericho County,KE_County_35,,1617
202110,Oct-21,202110,,qKzosKQPl6G,Kiambu County,KE_County_22,,5267
202110,Oct-21,202110,,nrI2khZx3d0,Kilifi County,KE_County_3,,6704
202110,Oct-21,202110,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1499
202110,Oct-21,202110,,sPkRcDvhGWA,Kisii County,KE_County_45,,2235
202110,Oct-21,202110,,tAbBVBbueqD,Kisumu County,KE_County_42,,2362
202110,Oct-21,202110,,j8o6iO4Njsi,Kitui County,KE_County_15,,1906
202110,Oct-21,202110,,N7YETT3A9r1,Kwale County,KE_County_2,,2512
202110,Oct-21,202110,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1415
202110,Oct-21,202110,,NjWSbQTwys4,Lamu County,KE_County_5,,778
202110,Oct-21,202110,,yhCUgGcCcOo,Machakos County,KE_County_16,,3322
202110,Oct-21,202110,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2129
202110,Oct-21,202110,,R6f9znhg37c,Mandera County,KE_County_9,,4503
202110,Oct-21,202110,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1471
202110,Oct-21,202110,,Y52XNJ50hYb,Meru County,KE_County_12,,1826
202110,Oct-21,202110,,fVra3Pwta0Q,Migori County,KE_County_44,,2655
202110,Oct-21,202110,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3433
202110,Oct-21,202110,,ahwTMNAJvrL,Muranga County,KE_County_21,,1460
202110,Oct-21,202110,,jkG3zaihdSs,Nairobi County,KE_County_47,,10232
202110,Oct-21,202110,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4986
202110,Oct-21,202110,,t0J75eHKxz5,Nandi County,KE_County_29,,1323
202110,Oct-21,202110,,kqJ83J2D72s,Narok County,KE_County_33,,2061
202110,Oct-21,202110,,uepLTG8wGWJ,Nyamira County,KE_County_46,,909
202110,Oct-21,202110,,mYZacFNIB3h,Nyandarua County,KE_County_18,,718
202110,Oct-21,202110,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1146
202110,Oct-21,202110,,o36zCRjSd4G,Samburu County,KE_County_25,,2049
202110,Oct-21,202110,,u4t9H8XyU9P,Siaya County,KE_County_41,,1489
202110,Oct-21,202110,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,886
202110,Oct-21,202110,,JsH2bnvNt2d,Tana River County,KE_County_4,,1696
202110,Oct-21,202110,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,812
202110,Oct-21,202110,,mThvosEflAU,Trans Nzoia County,KE_County_26,,944
202110,Oct-21,202110,,kphDeKClFch,Turkana County,KE_County_23,,5671
202110,Oct-21,202110,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3338
202110,Oct-21,202110,,sANMZ3lpqGs,Vihiga County,KE_County_38,,593
202110,Oct-21,202110,,CeLsrJOH0g9,Wajir County,KE_County_8,,2443
202110,Oct-21,202110,,XWALbfAPa6n,West Pokot County,KE_County_24,,2235
202111,Nov-21,202111,,vvOK1BxTbet,Baringo County,KE_County_30,,2622
202111,Nov-21,202111,,HMNARUV2CW4,Bomet County,KE_County_36,,3002
202111,Nov-21,202111,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2382
202111,Nov-21,202111,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1841
202111,Nov-21,202111,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2100
202111,Nov-21,202111,,PFu8alU2KWG,Embu County,KE_County_14,,967
202111,Nov-21,202111,,uyOrcHZBpW0,Garissa County,KE_County_7,,2468
202111,Nov-21,202111,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1879
202111,Nov-21,202111,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1151
202111,Nov-21,202111,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3514
202111,Nov-21,202111,,BjC1xL40gHo,Kakamega County,KE_County_37,,3582
202111,Nov-21,202111,,ihZsJ8alvtb,Kericho County,KE_County_35,,2344
202111,Nov-21,202111,,qKzosKQPl6G,Kiambu County,KE_County_22,,5961
202111,Nov-21,202111,,nrI2khZx3d0,Kilifi County,KE_County_3,,8185
202111,Nov-21,202111,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1783
202111,Nov-21,202111,,sPkRcDvhGWA,Kisii County,KE_County_45,,2235
202111,Nov-21,202111,,tAbBVBbueqD,Kisumu County,KE_County_42,,2684
202111,Nov-21,202111,,j8o6iO4Njsi,Kitui County,KE_County_15,,2413
202111,Nov-21,202111,,N7YETT3A9r1,Kwale County,KE_County_2,,3551
202111,Nov-21,202111,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1692
202111,Nov-21,202111,,NjWSbQTwys4,Lamu County,KE_County_5,,766
202111,Nov-21,202111,,yhCUgGcCcOo,Machakos County,KE_County_16,,3353
202111,Nov-21,202111,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2401
202111,Nov-21,202111,,R6f9znhg37c,Mandera County,KE_County_9,,4946
202111,Nov-21,202111,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1560
202111,Nov-21,202111,,Y52XNJ50hYb,Meru County,KE_County_12,,2113
202111,Nov-21,202111,,fVra3Pwta0Q,Migori County,KE_County_44,,2988
202111,Nov-21,202111,,wsBsC6gjHvn,Mombasa County,KE_County_1,,4103
202111,Nov-21,202111,,ahwTMNAJvrL,Muranga County,KE_County_21,,1733
202111,Nov-21,202111,,jkG3zaihdSs,Nairobi County,KE_County_47,,11714
202111,Nov-21,202111,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6121
202111,Nov-21,202111,,t0J75eHKxz5,Nandi County,KE_County_29,,1583
202111,Nov-21,202111,,kqJ83J2D72s,Narok County,KE_County_33,,2319
202111,Nov-21,202111,,uepLTG8wGWJ,Nyamira County,KE_County_46,,883
202111,Nov-21,202111,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1075
202111,Nov-21,202111,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1639
202111,Nov-21,202111,,o36zCRjSd4G,Samburu County,KE_County_25,,2439
202111,Nov-21,202111,,u4t9H8XyU9P,Siaya County,KE_County_41,,3081
202111,Nov-21,202111,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,832
202111,Nov-21,202111,,JsH2bnvNt2d,Tana River County,KE_County_4,,2109
202111,Nov-21,202111,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1355
202111,Nov-21,202111,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1232
202111,Nov-21,202111,,kphDeKClFch,Turkana County,KE_County_23,,4966
202111,Nov-21,202111,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3931
202111,Nov-21,202111,,sANMZ3lpqGs,Vihiga County,KE_County_38,,781
202111,Nov-21,202111,,CeLsrJOH0g9,Wajir County,KE_County_8,,2435
202111,Nov-21,202111,,XWALbfAPa6n,West Pokot County,KE_County_24,,2192
202112,Dec-21,202112,,vvOK1BxTbet,Baringo County,KE_County_30,,2130
202112,Dec-21,202112,,HMNARUV2CW4,Bomet County,KE_County_36,,3132
202112,Dec-21,202112,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2949
202112,Dec-21,202112,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1638
202112,Dec-21,202112,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1671
202112,Dec-21,202112,,PFu8alU2KWG,Embu County,KE_County_14,,806
202112,Dec-21,202112,,uyOrcHZBpW0,Garissa County,KE_County_7,,3549
202112,Dec-21,202112,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1657
202112,Dec-21,202112,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1457
202112,Dec-21,202112,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2841
202112,Dec-21,202112,,BjC1xL40gHo,Kakamega County,KE_County_37,,2732
202112,Dec-21,202112,,ihZsJ8alvtb,Kericho County,KE_County_35,,2603
202112,Dec-21,202112,,qKzosKQPl6G,Kiambu County,KE_County_22,,5168
202112,Dec-21,202112,,nrI2khZx3d0,Kilifi County,KE_County_3,,7170
202112,Dec-21,202112,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1567
202112,Dec-21,202112,,sPkRcDvhGWA,Kisii County,KE_County_45,,2471
202112,Dec-21,202112,,tAbBVBbueqD,Kisumu County,KE_County_42,,3494
202112,Dec-21,202112,,j8o6iO4Njsi,Kitui County,KE_County_15,,2214
202112,Dec-21,202112,,N7YETT3A9r1,Kwale County,KE_County_2,,3611
202112,Dec-21,202112,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1554
202112,Dec-21,202112,,NjWSbQTwys4,Lamu County,KE_County_5,,876
202112,Dec-21,202112,,yhCUgGcCcOo,Machakos County,KE_County_16,,3286
202112,Dec-21,202112,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1995
202112,Dec-21,202112,,R6f9znhg37c,Mandera County,KE_County_9,,5944
202112,Dec-21,202112,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1734
202112,Dec-21,202112,,Y52XNJ50hYb,Meru County,KE_County_12,,2053
202112,Dec-21,202112,,fVra3Pwta0Q,Migori County,KE_County_44,,2500
202112,Dec-21,202112,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3360
202112,Dec-21,202112,,ahwTMNAJvrL,Muranga County,KE_County_21,,1942
202112,Dec-21,202112,,jkG3zaihdSs,Nairobi County,KE_County_47,,8774
202112,Dec-21,202112,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6446
202112,Dec-21,202112,,t0J75eHKxz5,Nandi County,KE_County_29,,1478
202112,Dec-21,202112,,kqJ83J2D72s,Narok County,KE_County_33,,2429
202112,Dec-21,202112,,uepLTG8wGWJ,Nyamira County,KE_County_46,,841
202112,Dec-21,202112,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1018
202112,Dec-21,202112,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1493
202112,Dec-21,202112,,o36zCRjSd4G,Samburu County,KE_County_25,,1823
202112,Dec-21,202112,,u4t9H8XyU9P,Siaya County,KE_County_41,,1483
202112,Dec-21,202112,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,708
202112,Dec-21,202112,,JsH2bnvNt2d,Tana River County,KE_County_4,,1902
202112,Dec-21,202112,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1091
202112,Dec-21,202112,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1279
202112,Dec-21,202112,,kphDeKClFch,Turkana County,KE_County_23,,4428
202112,Dec-21,202112,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4044
202112,Dec-21,202112,,sANMZ3lpqGs,Vihiga County,KE_County_38,,749
202112,Dec-21,202112,,CeLsrJOH0g9,Wajir County,KE_County_8,,3922
202112,Dec-21,202112,,XWALbfAPa6n,West Pokot County,KE_County_24,,2477
202001,Jan-20,202001,,vvOK1BxTbet,Baringo County,KE_County_30,,2274
202001,Jan-20,202001,,HMNARUV2CW4,Bomet County,KE_County_36,,2835
202001,Jan-20,202001,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2466
202001,Jan-20,202001,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2737
202001,Jan-20,202001,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1886
202001,Jan-20,202001,,PFu8alU2KWG,Embu County,KE_County_14,,1221
202001,Jan-20,202001,,uyOrcHZBpW0,Garissa County,KE_County_7,,1614
202001,Jan-20,202001,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2269
202001,Jan-20,202001,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1178
202001,Jan-20,202001,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,7464
202001,Jan-20,202001,,BjC1xL40gHo,Kakamega County,KE_County_37,,4180
202001,Jan-20,202001,,ihZsJ8alvtb,Kericho County,KE_County_35,,2725
202001,Jan-20,202001,,qKzosKQPl6G,Kiambu County,KE_County_22,,6523
202001,Jan-20,202001,,nrI2khZx3d0,Kilifi County,KE_County_3,,4179
202001,Jan-20,202001,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3042
202001,Jan-20,202001,,sPkRcDvhGWA,Kisii County,KE_County_45,,1954
202001,Jan-20,202001,,tAbBVBbueqD,Kisumu County,KE_County_42,,2764
202001,Jan-20,202001,,j8o6iO4Njsi,Kitui County,KE_County_15,,3464
202001,Jan-20,202001,,N7YETT3A9r1,Kwale County,KE_County_2,,2469
202001,Jan-20,202001,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1969
202001,Jan-20,202001,,NjWSbQTwys4,Lamu County,KE_County_5,,548
202001,Jan-20,202001,,yhCUgGcCcOo,Machakos County,KE_County_16,,6004
202001,Jan-20,202001,,BoDytkJQ4Qi,Makueni County,KE_County_17,,3353
202001,Jan-20,202001,,R6f9znhg37c,Mandera County,KE_County_9,,5076
202001,Jan-20,202001,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2019
202001,Jan-20,202001,,Y52XNJ50hYb,Meru County,KE_County_12,,3731
202001,Jan-20,202001,,fVra3Pwta0Q,Migori County,KE_County_44,,2061
202001,Jan-20,202001,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2465
202001,Jan-20,202001,,ahwTMNAJvrL,Muranga County,KE_County_21,,2312
202001,Jan-20,202001,,jkG3zaihdSs,Nairobi County,KE_County_47,,12630
202001,Jan-20,202001,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6721
202001,Jan-20,202001,,t0J75eHKxz5,Nandi County,KE_County_29,,2340
202001,Jan-20,202001,,kqJ83J2D72s,Narok County,KE_County_33,,2652
202001,Jan-20,202001,,uepLTG8wGWJ,Nyamira County,KE_County_46,,983
202001,Jan-20,202001,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1166
202001,Jan-20,202001,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1952
202001,Jan-20,202001,,o36zCRjSd4G,Samburu County,KE_County_25,,2141
202001,Jan-20,202001,,u4t9H8XyU9P,Siaya County,KE_County_41,,1757
202001,Jan-20,202001,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,819
202001,Jan-20,202001,,JsH2bnvNt2d,Tana River County,KE_County_4,,1673
202001,Jan-20,202001,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1094
202001,Jan-20,202001,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1273
202001,Jan-20,202001,,kphDeKClFch,Turkana County,KE_County_23,,4477
202001,Jan-20,202001,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2787
202001,Jan-20,202001,,sANMZ3lpqGs,Vihiga County,KE_County_38,,725
202001,Jan-20,202001,,CeLsrJOH0g9,Wajir County,KE_County_8,,2506
202001,Jan-20,202001,,XWALbfAPa6n,West Pokot County,KE_County_24,,3381
202002,Feb-20,202002,,vvOK1BxTbet,Baringo County,KE_County_30,,1958
